"","USGS_GAGE","COMID","STATION_NA","Water_Year","Q1","Q2","Q3","Mean_Annual_Flow","WYT","POR_avg_annual_flow","Count_water_months","Count_monthlyavg"
"1","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1950,4,7,14,5.44444444444444,"Below Moderate",16.3623737373737,9,792
"2","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1951,4,7,14,2.58333333333333,"Dry",16.3623737373737,12,792
"3","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1952,4,7,14,24.5,"Wet",16.3623737373737,12,792
"4","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1953,4,7,14,6.58333333333333,"Below Moderate",16.3623737373737,12,792
"5","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1954,4,7,14,10.6666666666667,"Above Moderate",16.3623737373737,12,792
"6","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1955,4,7,14,8.08333333333333,"Above Moderate",16.3623737373737,12,792
"7","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1956,4,7,14,6.5,"Below Moderate",16.3623737373737,12,792
"8","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1957,4,7,14,6.91666666666667,"Below Moderate",16.3623737373737,12,792
"9","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1958,4,7,14,33.6666666666667,"Wet",16.3623737373737,12,792
"10","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1959,4,7,14,7.08333333333333,"Above Moderate",16.3623737373737,12,792
"11","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1960,4,7,14,3.5,"Dry",16.3623737373737,12,792
"12","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1961,4,7,14,2.83333333333333,"Dry",16.3623737373737,12,792
"13","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1962,4,7,14,20.1666666666667,"Wet",16.3623737373737,12,792
"14","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1963,4,7,14,4.75,"Below Moderate",16.3623737373737,12,792
"15","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1964,4,7,14,4.41666666666667,"Below Moderate",16.3623737373737,12,792
"16","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1965,4,7,14,6.58333333333333,"Below Moderate",16.3623737373737,12,792
"17","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1966,4,7,14,30.5833333333333,"Wet",16.3623737373737,12,792
"18","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1967,4,7,14,28.3333333333333,"Wet",16.3623737373737,12,792
"19","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1968,4,7,14,10.25,"Above Moderate",16.3623737373737,12,792
"20","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1969,4,7,14,69.3333333333333,"Wet",16.3623737373737,12,792
"21","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1970,4,7,14,10.25,"Above Moderate",16.3623737373737,12,792
"22","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1971,4,7,14,8.75,"Above Moderate",16.3623737373737,12,792
"23","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1972,4,7,14,7.08333333333333,"Above Moderate",16.3623737373737,12,792
"24","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1973,4,7,14,16.6666666666667,"Wet",16.3623737373737,12,792
"25","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1974,4,7,14,10.6666666666667,"Above Moderate",16.3623737373737,12,792
"26","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1975,4,7,14,8.25,"Above Moderate",16.3623737373737,12,792
"27","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1976,4,7,14,7.41666666666667,"Above Moderate",16.3623737373737,12,792
"28","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1977,4,7,14,8.08333333333333,"Above Moderate",16.3623737373737,12,792
"29","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1978,4,7,14,83.75,"Wet",16.3623737373737,12,792
"30","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1979,4,7,14,27.6666666666667,"Wet",16.3623737373737,12,792
"31","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1980,4,7,14,52.9166666666667,"Wet",16.3623737373737,12,792
"32","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1981,4,7,14,6.91666666666667,"Below Moderate",16.3623737373737,12,792
"33","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1982,4,7,14,15.4166666666667,"Wet",16.3623737373737,12,792
"34","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1983,4,7,14,53.9166666666667,"Wet",16.3623737373737,12,792
"35","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1984,4,7,14,8.91666666666667,"Above Moderate",16.3623737373737,12,792
"36","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1985,4,7,14,7.5,"Above Moderate",16.3623737373737,12,792
"37","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1986,4,7,14,17.8333333333333,"Wet",16.3623737373737,12,792
"38","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1987,4,7,14,5,"Below Moderate",16.3623737373737,12,792
"39","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1988,4,7,14,14.8333333333333,"Wet",16.3623737373737,12,792
"40","10263500",22684930,"BIG ROCK C NR VALYERMO CA",1989,4,7,14,6.66666666666667,"Below Moderate",16.3623737373737,12,792
